loan_id,customer_id,branch_id,loan_type,loan_amount,tenure_months,interest_rate,disbursement_date,loan_status
LN004797,CUST00191,BR020,Personal Loan,948000,24,10.86,2023-02-28,Active
LN004798,CUST00107,BR026,Consumer Durable,478000,12,16.12,2022-04-11,Active
LN004799,CUST02378,BR028,Personal Loan,1277000,18,23.59,2023-04-21,Active
LN004800,CUST00253,BR035,Personal Loan,474000,36,21.67,2023-02-06,Closed
LN004801,CUST06777,BR015,Consumer Durable,527000,36,14.12,2021-11-16,Written-Off
LN004802,CUST03315,BR011,Personal Loan,86000,18,16.57,2022-09-15,Written-Off
LN004803,CUST05271,BR017,Personal Loan,151000,18,14.9,2022-01-07,Active
LN004804,CUST02855,BR039,Personal Loan,624000,36,18.28,2022-09-25,Active
LN004805,CUST04884,BR012,Personal Loan,262000,36,17.92,2022-07-12,Active
LN004806,CUST03891,BR017,Personal Loan,53000,48,17.57,2022-01-17,Active
LN004807,CUST03818,BR033,Consumer Durable,32000,12,21.39,2022-01-29,Written-Off
LN004808,CUST02493,BR036,Consumer Durable,398000,36,19.12,2023-06-24,Active
LN004809,CUST06095,BR034,Personal Loan,50000,18,19.15,2023-08-31,Active
LN004810,CUST00077,BR028,Two-Wheeler Loan,72000,12,11.22,2021-08-27,Closed
LN004811,CUST05361,BR015,Personal Loan,57000,18,16.04,2021-07-08,Active
LN004812,CUST06508,BR036,Personal Loan,1349000,36,21.37,2022-10-20,Active
LN004813,CUST06475,BR018,Consumer Durable,48000,48,15.22,2022-05-12,Active
LN004814,CUST05059,BR005,Personal Loan,546000,48,13.91,2023-01-21,Closed
LN004815,CUST06930,BR012,Consumer Durable,257000,36,10.78,2022-10-11,Closed
LN004816,CUST00180,BR012,Personal Loan,671000,48,21.12,2023-06-04,Written-Off
LN004817,CUST04726,BR035,Two-Wheeler Loan,185000,60,16.32,2022-01-25,Active
LN004818,CUST02574,BR015,Personal Loan,40000,60,17.73,2022-12-05,Active
LN004819,CUST03965,BR004,Personal Loan,101000,24,18.5,2023-11-14,Active
LN004820,CUST06138,BR008,Consumer Durable,618000,12,21.17,2022-07-09,Closed
LN004821,CUST00888,BR028,Personal Loan,1180000,48,12.63,2021-01-17,Active
LN004822,CUST06563,BR038,Personal Loan,260000,36,13.71,2021-09-04,Closed
LN004823,CUST07475,BR013,Consumer Durable,188000,12,14.83,2023-12-26,Written-Off
LN004824,CUST06914,BR011,Personal Loan,246000,48,20.22,2022-06-24,Active
LN004825,CUST02583,BR004,Personal Loan,1248000,48,17.23,2021-12-06,Active
LN004826,CUST07398,BR006,Personal Loan,466000,48,12.74,2022-12-17,Active
LN004827,CUST04420,BR001,Personal Loan,256000,18,21.4,2021-09-01,Active
LN004828,CUST02017,BR036,Personal Loan,47000,60,17.87,2023-11-12,Written-Off
LN004829,CUST03857,BR003,Personal Loan,177000,12,13.18,2021-07-28,Active
LN004830,CUST06592,BR030,Personal Loan,39000,48,21.66,2021-01-06,Written-Off
LN004831,CUST02072,BR001,Personal Loan,1405000,36,11.0,2021-10-16,Active
LN004832,CUST06717,BR012,Consumer Durable,1457000,12,11.22,2021-04-13,Written-Off
LN004833,CUST07751,BR029,Two-Wheeler Loan,1362000,12,18.35,2023-11-30,Active
LN004834,CUST06352,BR009,Two-Wheeler Loan,821000,36,21.36,2022-12-29,Closed
LN004835,CUST06473,BR005,Personal Loan,880000,12,23.65,2023-04-13,Active
LN004836,CUST05163,BR012,Personal Loan,426000,60,11.83,2023-11-25,Closed
LN004837,CUST05289,BR005,Consumer Durable,1100000,36,19.42,2023-08-24,Closed
LN004838,CUST00453,BR018,Personal Loan,25000,12,16.12,2021-04-29,Active
LN004839,CUST06355,BR022,Personal Loan,827000,36,14.33,2021-06-14,Written-Off
LN004840,CUST03859,BR001,Personal Loan,28000,60,14.22,2023-04-29,Closed
LN004841,CUST07690,BR030,Consumer Durable,183000,60,16.78,2023-09-25,Written-Off
LN004842,CUST06827,BR024,Two-Wheeler Loan,809000,12,18.67,2023-09-13,Active
LN004843,CUST01234,BR008,Two-Wheeler Loan,598000,36,21.62,2022-01-04,Closed
LN004844,CUST02723,BR014,Two-Wheeler Loan,45000,36,18.35,2021-07-29,Active
LN004845,CUST00786,BR016,Personal Loan,69000,36,13.24,2022-08-21,Closed
LN004846,CUST02023,BR028,Consumer Durable,1265000,36,15.57,2021-03-03,Active
LN004847,CUST05045,BR015,Consumer Durable,1046000,24,15.08,2021-06-13,Closed
LN004848,CUST05089,BR016,Two-Wheeler Loan,99000,12,11.31,2023-04-29,Closed
LN004849,CUST04906,BR031,Personal Loan,48000,60,19.17,2021-01-05,Active
LN004850,CUST02091,BR037,Personal Loan,31000,12,13.42,2022-03-01,Closed
LN004851,CUST02953,BR028,Two-Wheeler Loan,38000,24,14.13,2021-01-07,Closed
LN004852,CUST00746,BR024,Two-Wheeler Loan,750000,36,10.84,2022-12-21,Closed
LN004853,CUST00688,BR034,Two-Wheeler Loan,35000,18,11.05,2021-04-05,Closed
LN004854,CUST06726,BR034,Personal Loan,840000,24,19.26,2023-09-13,Closed
LN004855,CUST07053,BR023,Personal Loan,65000,60,19.91,2021-06-14,Active
LN004856,CUST00043,BR002,Personal Loan,692000,24,10.53,2021-07-15,Active
LN004857,CUST05491,BR028,Personal Loan,1191000,12,20.0,2023-09-02,Closed
LN004858,CUST02765,BR020,Personal Loan,987000,36,20.74,2023-02-01,Closed
LN004859,CUST00223,BR035,Personal Loan,54000,36,11.38,2022-12-27,Written-Off
LN004860,CUST01710,BR036,Personal Loan,1366000,12,13.39,2021-08-12,Written-Off
LN004861,CUST06595,BR001,Personal Loan,53000,60,14.96,2023-10-05,Closed
LN004862,CUST03470,BR011,Personal Loan,44000,60,20.76,2021-02-14,Closed
LN004863,CUST01804,BR034,Two-Wheeler Loan,62000,18,12.15,2023-08-03,Active
LN004864,CUST02721,BR005,Personal Loan,40000,36,14.71,2021-08-23,Active
LN004865,CUST00911,BR025,Consumer Durable,688000,48,23.43,2021-04-26,Active
LN004866,CUST06413,BR032,Consumer Durable,1313000,48,17.55,2022-06-03,Closed
LN004867,CUST01896,BR033,Consumer Durable,339000,48,17.39,2023-09-23,Active
LN004868,CUST05706,BR024,Personal Loan,103000,12,19.55,2021-12-27,Active
LN004869,CUST07211,BR003,Consumer Durable,873000,36,13.08,2023-07-29,Active
LN004870,CUST04290,BR040,Personal Loan,79000,12,21.0,2021-02-17,Active
LN004871,CUST05846,BR015,Personal Loan,781000,24,18.72,2021-12-11,Closed
LN004872,CUST06978,BR032,Personal Loan,1484000,48,17.87,2021-10-28,Written-Off
LN004873,CUST02587,BR037,Personal Loan,798000,60,18.63,2022-02-12,Closed
LN004874,CUST02506,BR021,Personal Loan,362000,36,14.12,2021-06-18,Active
LN004875,CUST07076,BR015,Personal Loan,1298000,36,18.49,2021-09-05,Closed
LN004876,CUST03149,BR025,Personal Loan,135000,12,18.46,2022-07-03,Closed
LN004877,CUST00225,BR010,Personal Loan,74000,12,20.43,2022-02-13,Closed
LN004878,CUST04802,BR018,Two-Wheeler Loan,69000,48,19.64,2023-12-27,Active
LN004879,CUST02281,BR020,Consumer Durable,80000,12,13.65,2023-01-02,Closed
LN004880,CUST03976,BR034,Personal Loan,92000,18,21.47,2023-09-10,Written-Off
LN004881,CUST07831,BR014,Two-Wheeler Loan,1188000,24,15.62,2022-01-25,Active
LN004882,CUST00073,BR029,Personal Loan,63000,24,16.64,2022-04-16,Closed
LN004883,CUST02345,BR010,Personal Loan,28000,24,10.86,2021-05-21,Active
LN004884,CUST02459,BR028,Personal Loan,1328000,18,21.68,2023-06-28,Closed
LN004885,CUST03480,BR031,Consumer Durable,47000,60,15.74,2023-12-15,Active
LN004886,CUST01041,BR015,Consumer Durable,717000,60,12.13,2021-03-07,Active
LN004887,CUST03981,BR030,Personal Loan,465000,12,19.59,2023-02-11,Active
LN004888,CUST00491,BR029,Consumer Durable,838000,36,22.34,2022-07-07,Written-Off
LN004889,CUST04761,BR040,Two-Wheeler Loan,95000,36,20.0,2023-08-07,Active
LN004890,CUST05529,BR027,Consumer Durable,85000,36,14.46,2021-01-15,Written-Off
LN004891,CUST06967,BR039,Personal Loan,456000,60,12.85,2022-09-30,Active
LN004892,CUST00117,BR029,Consumer Durable,1012000,12,23.59,2023-12-18,Closed
LN004893,CUST05081,BR007,Personal Loan,1363000,36,16.0,2022-07-04,Closed
LN004894,CUST05110,BR013,Personal Loan,1328000,60,11.22,2022-04-21,Written-Off
LN004895,CUST07258,BR033,Personal Loan,826000,18,19.49,2021-07-15,Closed
LN004896,CUST01019,BR014,Personal Loan,469000,48,19.34,2021-04-01,Written-Off
LN004897,CUST05197,BR030,Personal Loan,49000,48,13.13,2021-05-12,Active
LN004898,CUST02627,BR023,Two-Wheeler Loan,1229000,48,17.71,2022-12-19,Closed
LN004899,CUST05838,BR017,Personal Loan,210000,60,19.04,2022-11-06,Closed
LN004900,CUST00868,BR007,Consumer Durable,82000,12,21.78,2021-02-20,Active
LN004901,CUST02940,BR036,Two-Wheeler Loan,66000,18,21.22,2023-01-03,Written-Off
LN004902,CUST06365,BR022,Personal Loan,268000,60,20.26,2023-11-14,Active
LN004903,CUST05661,BR039,Personal Loan,83000,48,21.88,2023-05-27,Written-Off
LN004904,CUST04019,BR040,Consumer Durable,869000,18,15.43,2023-02-18,Closed
LN004905,CUST03826,BR026,Personal Loan,525000,12,16.11,2021-03-08,Active
LN004906,CUST07181,BR033,Personal Loan,877000,48,16.28,2021-09-15,Closed
LN004907,CUST07257,BR020,Personal Loan,28000,18,12.81,2023-12-10,Active
LN004908,CUST04459,BR009,Personal Loan,332000,24,19.71,2022-05-14,Written-Off
LN004909,CUST01424,BR007,Personal Loan,1072000,60,17.84,2022-09-30,Closed
LN004910,CUST02955,BR032,Personal Loan,418000,18,23.44,2022-05-17,Written-Off
LN004911,CUST02536,BR016,Two-Wheeler Loan,532000,24,18.11,2023-04-03,Closed
LN004912,CUST06204,BR013,Personal Loan,28000,60,20.93,2021-11-13,Active
LN004913,CUST05600,BR028,Personal Loan,459000,18,16.72,2023-11-30,Closed
LN004914,CUST00063,BR008,Consumer Durable,68000,24,17.78,2022-08-05,Active
LN004915,CUST05894,BR018,Two-Wheeler Loan,1448000,18,18.71,2022-02-02,Active
LN004916,CUST05708,BR019,Personal Loan,40000,48,18.77,2021-12-29,Written-Off
LN004917,CUST02926,BR020,Two-Wheeler Loan,378000,36,21.34,2022-01-26,Written-Off
LN004918,CUST02520,BR033,Two-Wheeler Loan,835000,24,19.02,2023-12-24,Active
LN004919,CUST01239,BR022,Personal Loan,956000,48,19.03,2023-12-26,Written-Off
LN004920,CUST05612,BR016,Two-Wheeler Loan,50000,24,18.31,2023-10-20,Active
LN004921,CUST04441,BR033,Personal Loan,213000,60,17.1,2022-01-05,Closed
LN004922,CUST04049,BR030,Personal Loan,923000,36,22.0,2022-05-19,Written-Off
LN004923,CUST00003,BR030,Personal Loan,45000,24,19.58,2023-03-14,Active
LN004924,CUST01220,BR015,Personal Loan,95000,60,16.09,2021-01-07,Active
LN004925,CUST02961,BR028,Personal Loan,1243000,48,16.22,2022-10-17,Active
LN004926,CUST04605,BR038,Consumer Durable,1208000,18,11.51,2022-05-28,Active
LN004927,CUST04558,BR022,Consumer Durable,315000,12,23.19,2022-06-11,Active
LN004928,CUST03535,BR001,Consumer Durable,758000,48,10.96,2022-01-15,Active
LN004929,CUST05420,BR017,Consumer Durable,370000,18,14.04,2022-09-05,Closed
LN004930,CUST06722,BR022,Personal Loan,60000,24,11.09,2021-07-28,Active
LN004931,CUST04160,BR004,Personal Loan,131000,18,15.74,2022-07-29,Closed
LN004932,CUST06921,BR003,Personal Loan,1201000,36,22.24,2021-07-14,Active
LN004933,CUST06319,BR038,Two-Wheeler Loan,303000,48,13.62,2023-10-09,Active
LN004934,CUST00451,BR001,Consumer Durable,97000,48,18.83,2023-06-12,Closed
LN004935,CUST05707,BR009,Two-Wheeler Loan,1340000,18,16.21,2021-08-22,Written-Off
LN004936,CUST05352,BR013,Personal Loan,99000,36,18.89,2021-06-23,Closed
LN004937,CUST01765,BR035,Personal Loan,246000,24,18.63,2021-04-13,Closed
LN004938,CUST04282,BR018,Two-Wheeler Loan,214000,36,14.93,2021-04-02,Closed
LN004939,CUST05810,BR012,Personal Loan,228000,12,10.81,2022-07-26,Closed
LN004940,CUST05656,BR038,Two-Wheeler Loan,25000,18,18.32,2021-02-09,Active
LN004941,CUST00482,BR011,Two-Wheeler Loan,84000,60,22.78,2021-09-09,Active
LN004942,CUST03005,BR001,Personal Loan,29000,24,10.78,2023-07-16,Closed
LN004943,CUST02452,BR032,Consumer Durable,974000,36,19.43,2021-11-04,Active
LN004944,CUST06741,BR010,Personal Loan,424000,48,13.29,2021-02-20,Active
LN004945,CUST03079,BR035,Consumer Durable,39000,24,15.24,2021-08-25,Active
LN004946,CUST06423,BR021,Two-Wheeler Loan,950000,48,23.67,2023-09-15,Active
LN004947,CUST00794,BR034,Personal Loan,145000,36,18.81,2021-01-01,Closed
LN004948,CUST03474,BR006,Personal Loan,41000,18,20.08,2022-05-23,Active
LN004949,CUST06573,BR030,Consumer Durable,61000,24,20.99,2022-10-29,Closed
LN004950,CUST02461,BR028,Personal Loan,41000,60,14.1,2023-10-10,Closed
LN004951,CUST03835,BR029,Two-Wheeler Loan,1319000,18,22.44,2022-02-23,Closed
LN004952,CUST01535,BR033,Personal Loan,388000,36,14.7,2021-04-24,Closed
LN004953,CUST03959,BR007,Consumer Durable,27000,36,10.7,2022-08-15,Active
LN004954,CUST02754,BR040,Personal Loan,58000,24,22.7,2023-03-24,Written-Off
LN004955,CUST04770,BR026,Personal Loan,74000,12,10.78,2022-05-09,Closed
LN004956,CUST00461,BR006,Consumer Durable,431000,36,14.24,2023-12-05,Active
LN004957,CUST05772,BR031,Consumer Durable,228000,36,13.72,2023-06-17,Active
LN004958,CUST02241,BR023,Personal Loan,218000,48,11.09,2023-01-22,Closed
LN004959,CUST05087,BR002,Consumer Durable,25000,24,23.53,2023-03-07,Active
LN004960,CUST02938,BR006,Personal Loan,27000,36,23.27,2022-05-15,Active
LN004961,CUST06395,BR013,Consumer Durable,101000,12,16.9,2022-07-21,Closed
LN004962,CUST03719,BR034,Personal Loan,51000,24,23.02,2022-12-29,Closed
LN004963,CUST03798,BR019,Personal Loan,1149000,36,19.79,2022-06-13,Active
LN004964,CUST02483,BR040,Personal Loan,83000,12,14.48,2021-04-26,Written-Off
LN004965,CUST00074,BR013,Personal Loan,891000,36,13.62,2022-11-21,Active
LN004966,CUST07175,BR014,Two-Wheeler Loan,570000,60,19.67,2023-03-19,Active
LN004967,CUST01568,BR038,Personal Loan,786000,24,17.01,2023-08-05,Written-Off
LN004968,CUST00166,BR004,Personal Loan,1331000,36,13.1,2021-02-06,Closed
LN004969,CUST06262,BR035,Two-Wheeler Loan,33000,24,23.42,2023-01-11,Written-Off
LN004970,CUST05030,BR028,Personal Loan,845000,24,12.93,2022-12-17,Closed
LN004971,CUST04466,BR031,Personal Loan,46000,48,17.65,2023-11-08,Written-Off
LN004972,CUST05578,BR004,Consumer Durable,901000,24,15.01,2022-10-20,Written-Off
LN004973,CUST02635,BR016,Personal Loan,119000,60,17.12,2022-04-27,Written-Off
LN004974,CUST00813,BR033,Personal Loan,74000,24,15.98,2022-04-04,Active
LN004975,CUST01275,BR032,Personal Loan,785000,18,12.26,2022-07-13,Closed
LN004976,CUST01928,BR020,Personal Loan,51000,24,11.03,2023-10-31,Closed
LN004977,CUST02425,BR039,Personal Loan,1496000,60,13.6,2023-03-01,Active
LN004978,CUST06137,BR018,Personal Loan,262000,60,20.75,2021-03-10,Closed
LN004979,CUST04720,BR027,Personal Loan,655000,60,16.9,2021-06-04,Active
LN004980,CUST01965,BR009,Personal Loan,497000,48,17.88,2021-04-07,Active
LN004981,CUST03279,BR014,Two-Wheeler Loan,128000,24,13.83,2022-02-02,Active
LN004982,CUST00966,BR021,Personal Loan,377000,12,11.03,2023-04-17,Active
LN004983,CUST06079,BR011,Two-Wheeler Loan,1232000,48,16.42,2021-11-15,Active
LN004984,CUST00711,BR010,Consumer Durable,1058000,36,13.52,2022-05-06,Written-Off
LN004985,CUST04317,BR037,Two-Wheeler Loan,50000,12,15.04,2022-10-21,Closed
LN004986,CUST01381,BR028,Two-Wheeler Loan,896000,24,10.68,2021-07-27,Active
LN004987,CUST02748,BR029,Personal Loan,64000,36,23.72,2021-04-30,Active
LN004988,CUST00978,BR016,Consumer Durable,73000,24,20.25,2021-08-01,Closed
LN004989,CUST02532,BR011,Personal Loan,31000,12,23.17,2021-07-29,Closed
LN004990,CUST03186,BR026,Personal Loan,60000,24,23.0,2023-02-01,Closed
LN004991,CUST04106,BR013,Consumer Durable,1269000,48,19.0,2021-08-09,Active
LN004992,CUST02236,BR036,Personal Loan,158000,60,17.5,2022-04-16,Active
LN004993,CUST05453,BR012,Personal Loan,707000,12,15.77,2021-09-03,Active
LN004994,CUST01154,BR037,Personal Loan,71000,12,18.03,2023-04-21,Active
LN004995,CUST05658,BR027,Personal Loan,940000,36,18.9,2022-06-03,Closed
LN004996,CUST05488,BR016,Personal Loan,1486000,12,10.66,2023-11-14,Closed
LN004997,CUST03284,BR018,Personal Loan,1376000,60,14.38,2021-11-06,Active
LN004998,CUST00738,BR005,Two-Wheeler Loan,1146000,24,14.68,2023-07-06,Active
LN004999,CUST05171,BR013,Two-Wheeler Loan,1078000,60,21.12,2023-04-30,Active
LN005000,CUST04743,BR008,Personal Loan,1459000,24,21.97,2023-04-13,Active
LN005001,CUST02160,BR024,Two-Wheeler Loan,695000,18,23.13,2022-09-16,Active
LN005002,CUST01818,BR020,Personal Loan,33000,12,11.63,2022-07-21,Closed
LN005003,CUST02639,BR018,Consumer Durable,157000,60,10.58,2021-08-08,Active
LN005004,CUST04207,BR018,Personal Loan,657000,24,23.51,2022-05-18,Active
LN005005,CUST03063,BR013,Consumer Durable,49000,36,12.33,2022-04-10,Closed
LN005006,CUST05864,BR004,Two-Wheeler Loan,740000,60,20.62,2021-08-22,Closed
LN005007,CUST01522,BR013,Personal Loan,427000,48,16.07,2021-12-15,Closed
LN005008,CUST01380,BR007,Two-Wheeler Loan,38000,48,13.58,2022-05-16,Closed
LN005009,CUST00284,BR039,Personal Loan,1402000,18,22.53,2022-01-10,Active
LN005010,CUST05234,BR040,Two-Wheeler Loan,80000,18,11.54,2022-06-03,Active
LN005011,CUST00591,BR003,Consumer Durable,57000,60,11.01,2023-08-28,Active
LN005012,CUST02513,BR038,Personal Loan,488000,60,14.78,2022-11-22,Closed
LN005013,CUST03053,BR005,Personal Loan,89000,48,19.85,2023-04-01,Active
LN005014,CUST05394,BR017,Personal Loan,122000,24,13.31,2022-01-04,Closed
LN005015,CUST05661,BR009,Personal Loan,1407000,18,13.46,2022-12-25,Active
LN005016,CUST00384,BR034,Consumer Durable,609000,12,21.29,2022-01-26,Closed
LN005017,CUST05122,BR011,Personal Loan,120000,60,18.34,2022-07-13,Active
LN005018,CUST06927,BR036,Personal Loan,1046000,12,22.26,2021-09-22,Active
LN005019,CUST04005,BR028,Personal Loan,124000,48,21.94,2021-11-25,Active
LN005020,CUST05258,BR015,Consumer Durable,75000,36,15.36,2021-02-10,Active
LN005021,CUST03307,BR017,Personal Loan,281000,60,12.34,2023-08-02,Closed
LN005022,CUST01129,BR037,Personal Loan,1055000,12,16.39,2021-04-15,Closed
LN005023,CUST05174,BR024,Personal Loan,241000,36,18.72,2023-05-18,Closed
LN005024,CUST00979,BR020,Personal Loan,914000,36,11.17,2023-04-16,Written-Off
LN005025,CUST02007,BR033,Personal Loan,111000,48,16.4,2023-12-05,Closed
LN005026,CUST03756,BR039,Two-Wheeler Loan,65000,12,18.59,2023-01-01,Written-Off
LN005027,CUST02635,BR029,Personal Loan,233000,60,21.71,2021-05-07,Written-Off
LN005028,CUST04907,BR006,Two-Wheeler Loan,1479000,24,15.14,2022-12-10,Active
LN005029,CUST00587,BR031,Consumer Durable,662000,60,17.4,2021-10-22,Written-Off
LN005030,CUST04069,BR030,Consumer Durable,392000,12,15.8,2023-06-24,Closed
LN005031,CUST04937,BR027,Two-Wheeler Loan,274000,24,11.28,2023-08-04,Active
LN005032,CUST04605,BR003,Personal Loan,627000,12,16.69,2023-05-23,Written-Off
LN005033,CUST00372,BR004,Two-Wheeler Loan,702000,36,17.02,2023-10-28,Active
LN005034,CUST04627,BR013,Personal Loan,403000,48,15.27,2021-01-24,Closed
LN005035,CUST02604,BR016,Two-Wheeler Loan,288000,12,14.28,2023-05-02,Active
LN005036,CUST03844,BR012,Personal Loan,1392000,36,12.15,2022-01-26,Closed
LN005037,CUST05671,BR028,Two-Wheeler Loan,221000,48,18.8,2022-10-17,Active
LN005038,CUST06614,BR023,Consumer Durable,119000,36,20.05,2022-04-19,Active
LN005039,CUST00455,BR027,Personal Loan,54000,48,12.29,2022-04-23,Closed
LN005040,CUST02159,BR020,Personal Loan,28000,60,18.26,2023-12-08,Written-Off
LN005041,CUST05926,BR020,Personal Loan,421000,12,22.7,2023-01-15,Written-Off
LN005042,CUST01644,BR037,Two-Wheeler Loan,1314000,12,12.42,2023-11-03,Active
LN005043,CUST03951,BR011,Personal Loan,1338000,12,11.88,2023-04-21,Active
LN005044,CUST06970,BR033,Personal Loan,86000,18,14.38,2023-12-19,Active
LN005045,CUST01308,BR022,Personal Loan,85000,24,17.28,2022-12-10,Active
LN005046,CUST02074,BR026,Two-Wheeler Loan,1333000,60,16.7,2022-12-13,Active
LN005047,CUST00123,BR034,Personal Loan,82000,18,14.51,2022-10-28,Active
LN005048,CUST01307,BR005,Two-Wheeler Loan,69000,24,18.09,2021-10-17,Active
LN005049,CUST07220,BR015,Personal Loan,153000,60,22.96,2021-01-25,Closed
LN005050,CUST05125,BR002,Consumer Durable,463000,18,14.08,2021-12-08,Active
LN005051,CUST01009,BR002,Two-Wheeler Loan,235000,24,19.46,2021-07-13,Closed
LN005052,CUST07692,BR007,Two-Wheeler Loan,916000,36,15.42,2023-03-24,Active
LN005053,CUST04548,BR002,Personal Loan,37000,48,19.18,2021-12-07,Active
LN005054,CUST03373,BR018,Personal Loan,939000,60,20.27,2023-08-19,Closed
LN005055,CUST00258,BR012,Two-Wheeler Loan,81000,24,10.94,2021-08-11,Written-Off
LN005056,CUST06847,BR029,Personal Loan,83000,60,20.42,2023-03-23,Active
LN005057,CUST03677,BR006,Personal Loan,74000,18,14.41,2023-08-15,Active
LN005058,CUST05160,BR022,Personal Loan,107000,48,21.28,2021-09-19,Closed
LN005059,CUST03912,BR008,Personal Loan,61000,48,15.52,2023-05-18,Active
LN005060,CUST02582,BR032,Two-Wheeler Loan,144000,48,12.71,2023-12-02,Closed
LN005061,CUST02975,BR038,Personal Loan,729000,48,14.22,2021-02-16,Closed
LN005062,CUST03863,BR010,Personal Loan,387000,24,10.95,2023-12-22,Active
LN005063,CUST03837,BR003,Two-Wheeler Loan,57000,60,23.93,2021-08-07,Closed
LN005064,CUST07742,BR033,Personal Loan,96000,24,21.74,2023-10-23,Closed
LN005065,CUST05195,BR008,Personal Loan,83000,12,13.43,2021-05-10,Closed
LN005066,CUST00723,BR005,Personal Loan,955000,48,12.11,2023-01-30,Closed
LN005067,CUST07470,BR006,Personal Loan,151000,18,20.32,2021-05-24,Active
LN005068,CUST06043,BR007,Personal Loan,448000,48,16.32,2022-08-28,Closed
LN005069,CUST03731,BR015,Personal Loan,81000,60,21.43,2021-12-19,Written-Off
LN005070,CUST01435,BR034,Personal Loan,94000,18,16.86,2023-07-26,Closed
LN005071,CUST06213,BR025,Personal Loan,39000,18,16.04,2021-08-04,Active
LN005072,CUST04612,BR035,Two-Wheeler Loan,1153000,60,14.0,2021-08-26,Active
LN005073,CUST04212,BR012,Two-Wheeler Loan,95000,48,16.55,2021-12-12,Active
LN005074,CUST04472,BR026,Personal Loan,523000,12,20.43,2023-07-29,Closed
LN005075,CUST00932,BR021,Personal Loan,176000,48,13.16,2021-02-08,Active
LN005076,CUST00576,BR018,Personal Loan,84000,18,19.88,2022-10-30,Active
LN005077,CUST04047,BR040,Personal Loan,270000,60,20.05,2022-09-12,Written-Off
LN005078,CUST03398,BR009,Two-Wheeler Loan,115000,48,17.89,2023-02-17,Closed
LN005079,CUST06226,BR018,Two-Wheeler Loan,1095000,60,21.4,2023-08-29,Closed
LN005080,CUST07657,BR008,Two-Wheeler Loan,187000,18,12.44,2021-12-23,Active
LN005081,CUST01068,BR004,Two-Wheeler Loan,445000,12,13.31,2023-07-10,Closed
LN005082,CUST00561,BR016,Two-Wheeler Loan,369000,48,19.59,2022-01-03,Active
LN005083,CUST02511,BR010,Personal Loan,1468000,36,12.24,2022-12-31,Active
LN005084,CUST07330,BR038,Two-Wheeler Loan,81000,18,15.52,2022-04-21,Closed
LN005085,CUST03955,BR039,Personal Loan,810000,12,20.79,2022-01-31,Closed
LN005086,CUST00263,BR040,Two-Wheeler Loan,44000,36,12.18,2023-10-15,Active
LN005087,CUST06294,BR023,Consumer Durable,291000,60,15.29,2021-03-09,Closed
LN005088,CUST03135,BR029,Personal Loan,994000,60,15.14,2022-10-28,Active
LN005089,CUST06990,BR014,Consumer Durable,1242000,48,12.53,2022-04-25,Closed
LN005090,CUST05663,BR021,Two-Wheeler Loan,228000,60,23.57,2023-06-20,Closed
LN005091,CUST06313,BR031,Two-Wheeler Loan,578000,12,14.92,2021-07-01,Written-Off
LN005092,CUST04394,BR034,Personal Loan,1269000,18,23.89,2021-01-03,Active
LN005093,CUST06110,BR014,Consumer Durable,1389000,36,14.68,2023-01-06,Closed
LN005094,CUST03322,BR039,Two-Wheeler Loan,426000,24,13.02,2022-04-21,Active
LN005095,CUST07946,BR016,Consumer Durable,463000,12,12.57,2023-03-01,Active
LN005096,CUST05574,BR024,Two-Wheeler Loan,372000,60,17.97,2023-03-06,Active
LN005097,CUST01748,BR020,Two-Wheeler Loan,231000,12,18.94,2023-09-27,Active
LN005098,CUST06566,BR015,Personal Loan,1138000,36,20.1,2022-01-28,Active
LN005099,CUST06139,BR038,Two-Wheeler Loan,1350000,48,10.58,2021-10-29,Closed
LN005100,CUST00217,BR007,Two-Wheeler Loan,751000,36,17.38,2021-09-09,Active
LN005101,CUST06220,BR018,Personal Loan,35000,12,11.34,2021-06-06,Closed
LN005102,CUST02491,BR025,Personal Loan,260000,18,17.24,2021-07-25,Active
LN005103,CUST00399,BR027,Two-Wheeler Loan,84000,12,15.09,2022-12-13,Active
LN005104,CUST03857,BR037,Two-Wheeler Loan,70000,18,10.9,2021-05-11,Closed
LN005105,CUST07473,BR007,Personal Loan,45000,12,14.29,2021-06-24,Active
LN005106,CUST03403,BR004,Personal Loan,447000,60,16.35,2021-12-19,Closed
LN005107,CUST07586,BR027,Two-Wheeler Loan,492000,12,13.33,2021-01-04,Active
LN005108,CUST00212,BR038,Two-Wheeler Loan,77000,36,16.15,2022-01-21,Active
LN005109,CUST06930,BR001,Personal Loan,81000,48,15.6,2023-08-08,Active
LN005110,CUST00229,BR013,Consumer Durable,80000,18,13.98,2023-02-01,Written-Off
LN005111,CUST06572,BR013,Personal Loan,377000,18,22.05,2022-09-24,Active
LN005112,CUST02934,BR011,Consumer Durable,248000,60,17.97,2022-08-23,Active
LN005113,CUST01723,BR008,Personal Loan,1287000,24,23.96,2023-04-26,Written-Off
LN005114,CUST00776,BR036,Personal Loan,114000,48,20.22,2022-06-13,Active
LN005115,CUST02511,BR021,Personal Loan,73000,36,12.71,2022-06-14,Active
LN005116,CUST04570,BR018,Consumer Durable,453000,24,11.99,2023-11-14,Active
LN005117,CUST00217,BR040,Two-Wheeler Loan,410000,48,11.34,2023-03-19,Closed
